aX,aY,aZ,gX,gY,gZ
-2.087,-2.537,3.044,176.514,-383.728,102.051
-2.041,-2.281,4.000,141.663,-469.482,185.608
-1.781,-1.281,4.000,94.116,-501.831,281.372
-1.332,0.328,4.000,26.550,-439.758,349.609
-0.790,2.326,4.000,-93.689,-260.376,369.812
-0.349,3.957,4.000,-213.257,-61.829,341.064
-0.231,4.000,4.000,-307.373,71.594,230.713
-0.712,3.809,4.000,-327.087,144.470,-6.653
-1.322,1.479,3.964,-268.005,185.913,-242.432
-1.654,-0.599,3.673,-170.837,236.450,-383.484
-1.850,-2.434,2.920,-108.398,314.880,-451.050
-1.796,-3.774,1.599,-119.568,394.897,-424.805
-1.510,-3.998,0.178,-180.847,425.598,-294.983
-1.069,-2.697,-0.878,-172.974,380.249,-111.511
-0.615,-0.985,-0.934,-156.738,275.085,13.245
-0.262,-0.136,-0.516,-164.185,179.626,26.489
-0.051,-0.245,-0.136,-183.350,133.850,-25.330
-0.041,-0.785,0.107,-180.420,123.169,-77.332
-0.046,-1.203,0.102,-164.612,131.287,-99.548
-0.000,-1.357,-0.139,-149.841,145.813,-97.412
0.065,-1.356,-0.416,-138.916,152.344,-85.449
0.171,-1.173,-0.548,-130.005,144.226,-68.970
0.272,-0.887,-0.613,-126.221,131.042,-54.810
0.409,-0.556,-0.645,-121.033,121.704,-50.049
0.550,-0.393,-0.652,-105.469,114.990,-60.730
0.597,-0.529,-0.733,-90.820,110.229,-83.740
0.622,-0.917,-0.867,-86.792,105.347,-106.506
0.723,-1.297,-0.873,-81.787,89.478,-115.906
0.855,-1.454,-0.761,-69.702,67.444,-108.887
0.901,-1.422,-0.820,-59.753,57.068,-93.567
0.948,-1.498,-1.040,-60.242,57.129,-85.754
1.053,-1.565,-1.068,-56.824,45.898,-80.505
1.148,-1.498,-0.915,-38.574,29.114,-68.848
1.182,-1.441,-0.732,-16.357,23.804,-60.608
1.207,-1.413,-0.580,10.559,32.043,-59.631
1.186,-1.430,-0.460,45.959,49.011,-62.378
1.162,-1.432,-0.400,89.478,71.045,-65.369
1.091,-1.429,-0.712,131.348,98.694,-64.575
0.927,-1.592,-1.376,139.709,124.023,-61.584
0.878,-1.731,-1.871,115.295,118.591,-47.974
0.897,-1.609,-1.930,92.529,72.632,-17.883
0.908,-1.248,-1.408,82.886,6.409,14.893
0.935,-0.891,-0.807,72.205,-38.940,36.011
0.959,-0.638,-0.453,55.481,-49.622,42.725
0.984,-0.386,-0.149,47.729,-49.072,43.579
1.008,-0.179,0.190,53.345,-46.570,38.269
1.040,-0.076,0.473,62.073,-35.400,26.489
1.042,-0.086,0.614,66.711,-13.977,12.146
1.029,-0.157,0.640,63.049,12.512,0.183
1.022,-0.144,0.562,60.730,38.574,-5.737
0.997,-0.173,0.352,59.753,62.561,-12.756
0.939,-0.281,0.060,57.068,79.590,-20.935
0.897,-0.430,-0.181,53.833,84.412,-25.635
0.891,-0.529,-0.243,48.462,77.026,-23.682
0.879,-0.494,-0.271,38.574,68.054,-14.771
0.860,-0.437,-0.378,20.813,65.125,-6.165
0.842,-0.431,-0.458,4.578,60.730,-2.625
0.830,-0.441,-0.381,-2.747,50.781,-1.953
0.823,-0.436,-0.249,-3.357,43.518,-1.953
0.795,-0.495,-0.207,-1.404,44.983,-4.822
0.776,-0.582,-0.323,2.563,51.514,-8.911
0.759,-0.673,-0.475,8.301,53.650,-10.315
0.749,-0.763,-0.497,9.888,45.654,-7.690
0.751,-0.770,-0.458,3.784,35.645,0.793
0.767,-0.657,-0.438,-3.967,29.663,12.146
0.780,-0.511,-0.434,-6.775,24.475,18.616
0.792,-0.419,-0.383,-6.348,18.555,18.372
0.799,-0.383,-0.316,-4.395,13.550,14.038
0.791,-0.416,-0.294,-3.113,11.963,7.874
0.778,-0.480,-0.293,-1.953,10.864,2.075
0.772,-0.520,-0.268,-1.038,8.667,-0.854
0.767,-0.530,-0.231,0.000,6.836,-1.648
0.764,-0.516,-0.194,2.136,6.042,-1.831
0.758,-0.537,-0.178,3.540,6.531,-2.625
0.766,-0.563,-0.187,2.991,8.240,-3.174
0.781,-0.537,-0.229,3.052,9.644,-2.441
0.788,-0.535,-0.262,2.441,9.094,-2.869
0.791,-0.585,-0.259,0.488,6.226,-4.456
0.796,-0.630,-0.248,-2.197,3.174,-5.188
0.796,-0.643,-0.223,-3.540,1.099,-4.028
0.802,-0.631,-0.190,-3.174,0.122,-2.502
0.810,-0.602,-0.173,-1.526,0.854,-1.404
0.816,-0.556,-0.160,0.854,2.747,-1.160
0.820,-0.520,-0.144,4.639,4.700,-2.258
0.822,-0.535,-0.125,8.545,7.080,-5.188
0.815,-0.555,-0.120,12.451,10.498,-8.118
0.801,-0.610,-0.146,15.015,14.648,-9.888
0.788,-0.680,-0.204,13.977,18.738,-9.827
0.780,-0.650,-0.270,12.024,20.325,-5.310

0.817,-0.855,-0.982,7.202,-9.827,25.879
0.815,-0.816,-0.980,11.230,-17.639,31.738
0.792,-0.790,-1.000,15.137,-21.240,35.461
0.778,-0.743,-1.027,20.874,-23.621,38.025
0.759,-0.706,-1.053,27.832,-26.184,38.696
0.765,-0.680,-1.091,32.898,-28.076,38.208
0.775,-0.628,-1.138,39.917,-29.846,37.231
0.780,-0.620,-1.175,47.668,-32.593,33.691
0.792,-0.645,-1.232,52.856,-35.522,29.602
0.786,-0.650,-1.314,56.030,-38.147,28.076
0.780,-0.635,-1.369,57.861,-44.006,28.992
0.780,-0.596,-1.402,57.922,-53.223,30.945
0.770,-0.527,-1.477,55.664,-61.462,33.936
0.746,-0.456,-1.572,53.284,-71.106,35.645
0.718,-0.366,-1.647,51.819,-84.717,35.461
0.675,-0.302,-1.710,48.340,-99.670,31.860
0.614,-0.283,-1.782,43.091,-112.671,25.269
0.556,-0.298,-1.814,37.903,-125.671,17.456
0.494,-0.330,-1.804,34.546,-136.292,9.521
0.418,-0.330,-1.818,39.001,-142.761,1.770
0.316,-0.370,-1.825,54.993,-147.400,-8.850
0.155,-0.471,-1.919,75.317,-152.100,-23.315
-0.002,-0.704,-1.946,96.619,-160.706,-39.429
-0.188,-1.086,-1.721,115.906,-180.664,-53.101
-0.313,-1.464,-1.233,117.737,-205.566,-57.434
-0.460,-1.491,-1.121,124.207,-203.735,-42.114
-0.661,-1.311,-1.347,130.127,-192.566,-20.996
-0.976,-1.186,-1.405,147.949,-217.346,-13.184
-1.334,-1.100,-1.126,176.392,-278.748,-16.846
-1.775,-1.040,-0.575,210.022,-355.286,-25.330
-2.320,-1.149,0.229,235.901,-431.946,-36.987
-2.872,-1.741,1.559,250.366,-509.888,-52.917
-3.265,-3.268,3.894,247.559,-606.628,-69.580
-2.984,-4.000,4.000,190.857,-662.354,-56.824
-1.692,-4.000,4.000,126.160,-554.749,53.223
-0.189,-2.564,4.000,99.976,-308.350,230.896
0.599,-0.398,4.000,69.885,-127.380,338.379
0.447,0.559,4.000,-20.386,-92.224,350.647
-0.162,1.081,4.000,-187.744,-56.335,349.060
-0.448,2.696,3.906,-335.571,45.044,379.456
-0.428,4.000,2.476,-393.433,145.386,387.634
-0.669,4.000,1.321,-382.141,171.143,273.071
-1.289,3.663,2.149,-326.111,64.941,-2.258
-1.911,0.982,3.852,-260.071,-52.673,-261.780
-2.253,-1.074,4.000,-209.229,-60.120,-382.690
-2.286,-2.490,4.000,-162.903,44.006,-420.959
-2.111,-2.731,3.956,-141.052,229.614,-364.502
-1.870,-2.102,1.965,-124.939,389.832,-275.574
-1.638,-1.764,0.371,-125.244,446.350,-227.600
-1.376,-1.991,-0.577,-150.513,418.213,-215.149
-0.960,-2.233,-1.204,-170.837,354.919,-198.181
-0.557,-2.260,-1.547,-187.927,279.358,-162.109
-0.258,-1.940,-1.685,-207.825,204.407,-112.915
0.017,-1.429,-1.720,-237.549,141.907,-70.129
0.336,-0.983,-1.518,-261.963,83.008,-49.988
0.619,-0.753,-1.041,-262.878,27.039,-52.185
0.782,-0.764,-0.438,-246.765,-5.432,-70.923
1.010,-0.775,-0.121,-213.989,-5.798,-89.050
1.114,-1.040,0.081,-180.786,13.733,-109.070
1.157,-1.480,0.264,-153.381,39.490,-131.470
1.168,-1.688,0.172,-128.906,79.834,-133.972
1.180,-1.630,-0.000,-91.370,119.690,-124.878
1.177,-1.554,-0.459,-32.166,155.151,-121.155
1.097,-1.850,-1.189,0.000,184.753,-129.089
1.050,-2.155,-1.719,3.479,184.021,-125.610
1.089,-2.307,-1.913,0.671,151.245,-106.018
1.107,-2.361,-1.777,7.019,107.788,-82.153
1.102,-2.276,-1.406,28.381,71.289,-58.838
1.050,-2.102,-1.129,53.101,61.890,-38.574
0.947,-1.832,-1.027,82.947,73.059,-20.813
0.881,-1.433,-0.944,113.892,84.839,-5.798
0.843,-1.080,-0.770,145.325,90.820,-1.831
0.830,-0.833,-0.741,167.786,100.952,-5.676
0.812,-0.743,-0.979,172.180,113.892,-10.803
0.832,-0.587,-1.143,153.870,110.352,-7.568
0.851,-0.528,-1.222,117.126,87.708,-3.906
0.878,-0.497,-1.033,68.665,51.636,0.610
0.954,-0.381,-0.562,30.945,11.108,10.071
1.019,-0.309,-0.102,10.620,-13.245,13.611
1.052,-0.264,0.338,2.075,-20.508,11.841
1.081,-0.230,0.636,4.150,-11.780,8.179
1.060,-0.254,0.750,11.963,11.658,1.587
1.031,-0.248,0.654,22.400,41.870,-4.883
0.994,-0.184,0.509,28.564,69.458,-7.812
0.933,-0.107,0.314,30.701,90.393,-12.085
0.865,-0.047,0.048,29.114,108.704,-18.921
0.798,-0.071,-0.087,30.090,116.333,-30.823
0.736,-0.118,-0.188,34.424,118.958,-43.030
0.668,-0.233,-0.404,35.278,124.878,-53.528
0.597,-0.437,-0.696,28.503,128.113,-61.279
0.564,-0.658,-0.888,18.005,119.385,-62.195
0.571,-0.782,-0.954,9.338,100.952,-54.199
0.565,-0.857,-0.993,1.099,82.642,-42.358
0.568,-0.907,-0.998,-6.592,66.223,-30.640
0.585,-0.878,-0.934,-7.996,49.988,-18.677
0.602,-0.784,-0.827,-4.089,37.292,-8.484
0.604,-0.670,-0.727,1.404,29.785,-2.747
0.615,-0.603,-0.687,4.578,27.771,-2.258
0.622,-0.577,-0.688,8.301,26.855,-4.639
0.625,-0.588,-0.672,10.925,23.621,-7.812
0.633,-0.600,-0.655,10.437,18.921,-8.972
0.642,-0.595,-0.647,7.385,14.954,-8.240
0.650,-0.583,-0.616,4.333,10.315,-7.324
0.665,-0.608,-0.580,3.601,5.249,-8.118
0.668,-0.655,-0.551,3.418,1.343,-8.606
0.669,-0.689,-0.527,2.747,-2.258,-6.653
0.683,-0.701,-0.510,1.282,-5.737,-3.174
0.695,-0.686,-0.463,0.549,-10.193,0.977
0.712,-0.655,-0.369,0.488,-15.137,4.700
0.734,-0.621,-0.271,0.671,-17.151,6.531
0.749,-0.567,-0.220,1.648,-14.832,7.019
0.760,-0.537,-0.209,2.441,-10.315,5.127
0.756,-0.534,-0.209,2.625,-6.104,2.197
0.743,-0.535,-0.205,2.625,-2.747,-0.427
0.735,-0.531,-0.204,2.808,0.732,-2.075
0.720,-0.533,-0.202,4.272,4.639,-4.089
0.712,-0.529,-0.216,7.019,8.606,-6.592
0.714,-0.533,-0.263,10.681,13.489,-9.705
0.716,-0.567,-0.303,15.381,16.602,-13.611

0.184,-0.776,-2.042,57.434,81.726,-55.603
0.109,-0.901,-2.346,55.847,71.045,-57.678
0.048,-0.936,-2.543,53.040,50.049,-53.223
0.004,-0.955,-2.658,52.185,21.790,-47.363
-0.037,-1.001,-2.690,51.819,-9.827,-42.236
-0.106,-1.095,-2.714,48.828,-41.748,-35.889
-0.151,-1.156,-2.727,38.879,-71.472,-25.024
-0.211,-1.128,-2.711,31.433,-102.051,-8.667
-0.242,-1.011,-2.624,28.503,-134.583,7.568
-0.263,-0.816,-2.485,28.687,-165.405,21.118
-0.327,-0.645,-2.381,28.687,-190.613,27.710
-0.383,-0.522,-2.257,26.855,-213.867,27.222
-0.394,-0.413,-2.117,24.536,-235.535,22.339
-0.412,-0.327,-1.946,26.978,-254.883,14.404
-0.452,-0.289,-1.734,33.203,-273.132,2.380
-0.507,-0.292,-1.569,37.231,-288.757,-12.085
-0.564,-0.348,-1.480,33.630,-300.598,-26.978
-0.658,-0.405,-1.420,33.325,-314.392,-39.246
-0.816,-0.482,-1.327,36.377,-335.510,-49.744
-1.065,-0.557,-1.144,40.100,-365.540,-59.448
-1.359,-0.678,-0.751,45.959,-405.640,-68.665
-1.682,-0.864,-0.198,58.105,-449.402,-78.430
-2.029,-1.074,0.405,71.655,-486.084,-86.060
-2.324,-1.323,1.043,84.167,-512.024,-90.759
-2.549,-1.529,1.590,91.187,-523.071,-85.022
-2.740,-1.677,2.055,99.670,-521.667,-69.641
-2.839,-1.779,2.421,111.877,-510.132,-48.279
-2.807,-1.924,2.793,132.019,-499.451,-29.236
-2.648,-2.035,3.088,142.883,-485.718,-13.367
-2.308,-1.976,3.330,144.409,-463.074,5.188
-1.703,-1.803,3.736,159.668,-441.650,22.400
-1.053,-1.772,4.000,189.819,-421.448,31.555
-0.455,-1.850,4.000,190.857,-374.207,42.480
0.067,-1.620,4.000,139.709,-284.668,79.590
0.447,-0.868,3.723,64.148,-197.510,143.677
0.726,0.226,3.352,-12.573,-142.944,207.642
0.927,1.388,3.250,-90.332,-104.370,241.394
0.982,2.282,3.243,-152.832,-57.556,225.098
0.832,2.701,3.131,-181.824,5.066,154.419
0.481,2.500,3.005,-174.866,69.397,39.001
0.073,1.300,3.191,-158.630,116.516,-94.177
-0.380,-0.105,3.400,-149.475,159.851,-189.880
-0.901,-1.410,3.412,-154.480,210.937,-229.370
-1.372,-2.517,3.209,-169.434,257.874,-227.844
-1.669,-3.304,2.859,-185.425,286.865,-200.073
-1.831,-3.622,2.537,-196.777,293.701,-146.729
-1.777,-2.809,2.294,-188.110,284.851,-62.134
-1.642,-1.338,2.237,-165.833,271.851,14.587
-1.493,-0.287,2.160,-177.551,266.663,27.100
-1.274,0.104,1.914,-201.599,276.794,-19.897
-1.070,-0.024,1.642,-198.303,286.987,-91.431
-0.963,-0.614,1.308,-171.875,295.532,-157.471
-0.884,-1.333,1.009,-155.212,301.636,-195.007
-0.753,-1.673,0.703,-148.376,300.171,-193.542
-0.584,-1.752,0.210,-145.874,299.011,-171.570
-0.372,-1.755,-0.327,-150.635,289.185,-147.888
-0.187,-1.915,-0.541,-150.696,255.737,-127.930
0.027,-1.847,-0.581,-148.865,213.928,-97.168
0.265,-1.498,-0.617,-155.212,182.068,-59.814
0.492,-1.223,-0.608,-163.147,156.250,-41.870
0.687,-1.083,-0.506,-166.016,135.681,-43.030
0.813,-1.120,-0.388,-161.438,125.549,-57.434
0.842,-1.352,-0.370,-146.362,127.930,-78.735
0.826,-1.604,-0.478,-118.408,139.771,-92.163
0.766,-1.929,-0.634,-89.294,154.785,-98.206
0.679,-2.237,-0.759,-64.514,164.368,-93.994
0.592,-2.402,-0.925,-42.969,171.570,-77.454
0.564,-2.294,-1.159,-28.442,179.138,-48.828
0.532,-2.037,-1.399,-20.020,180.969,-21.118
0.506,-1.824,-1.504,-8.606,170.044,-6.653
0.468,-1.764,-1.500,11.597,154.175,-5.554
0.386,-1.763,-1.487,39.001,143.799,-7.690
0.327,-1.712,-1.539,64.270,142.822,-4.517
0.267,-1.573,-1.595,88.196,142.639,2.563
0.211,-1.453,-1.619,111.755,138.062,10.010
0.176,-1.285,-1.592,130.981,128.784,18.127
0.190,-1.090,-1.560,141.724,116.638,27.771
0.185,-0.899,-1.606,134.644,105.652,37.720
0.226,-0.686,-1.659,112.427,89.050,47.974
0.301,-0.483,-1.630,82.947,62.561,54.871
0.395,-0.278,-1.444,56.824,27.954,56.152
0.487,-0.130,-1.173,40.894,-6.042,50.354
0.567,-0.084,-0.854,36.499,-35.339,38.513
0.642,-0.204,-0.451,39.307,-59.448,23.010
0.723,-0.430,0.058,44.495,-78.491,12.329
0.802,-0.681,0.572,44.983,-84.167,10.681
0.875,-0.772,0.888,36.194,-68.665,20.752
0.953,-0.611,0.877,20.142,-35.339,39.001
1.006,-0.323,0.688,7.751,-2.380,52.368
1.045,-0.045,0.564,6.958,15.930,52.063
1.073,0.142,0.492,12.878,26.733,39.124
1.070,0.164,0.388,18.921,39.795,17.639
1.032,0.018,0.250,23.865,53.467,-6.592
0.971,-0.228,0.099,27.222,64.270,-26.917
0.907,-0.449,-0.036,29.297,70.435,-37.842
0.854,-0.626,-0.176,28.503,72.937,-39.978
0.801,-0.764,-0.306,24.658,72.815,-35.522
0.761,-0.847,-0.413,18.860,69.092,-26.062
0.739,-0.858,-0.518,12.512,63.477,-13.672
0.717,-0.825,-0.600,6.104,55.176,-1.465
0.697,-0.789,-0.666,-0.244,45.105,8.301
0.696,-0.724,-0.681,-3.357,33.447,16.113
0.702,-0.622,-0.641,-2.380,20.325,21.790
0.707,-0.523,-0.607,-2.075,9.705,24.353
0.708,-0.466,-0.560,-3.418,1.160,23.376
0.710,-0.441,-0.474,-4.944,-6.836,20.508
0.712,-0.404,-0.377,-4.883,-12.329,17.944
0.711,-0.391,-0.297,-4.944,-13.977,14.465
0.726,-0.415,-0.195,-3.174,-14.160,9.766
0.733,-0.452,-0.134,0.549,-11.597,5.371
0.745,-0.454,-0.141,4.150,-5.676,2.502
0.752,-0.463,-0.186,6.775,-0.610,-0.122
0.762,-0.521,-0.198,7.812,1.343,-3.174
0.767,-0.575,-0.226,8.545,2.014,-4.395
0.778,-0.602,-0.272,8.789,2.136,-3.418
0.782,-0.622,-0.307,6.714,-0.244,-2.014
0.776,-0.639,-0.314,1.282,-4.150,1.038
0.782,-0.635,-0.296,-4.639,-9.033,5.249
0.792,-0.552,-0.265,-7.507,-13.611,9.583

0.473,-0.783,-1.601,65.002,26.184,-29.663
0.426,-0.825,-1.746,66.589,13.184,-30.273
0.387,-0.878,-1.767,64.941,-7.874,-28.503
0.381,-0.893,-1.798,59.509,-28.076,-23.132
0.385,-0.850,-1.817,53.223,-46.997,-14.954
0.387,-0.805,-1.739,49.500,-68.787,-7.202
0.390,-0.758,-1.630,47.180,-88.440,-2.197
0.382,-0.713,-1.581,43.274,-101.074,1.099
0.367,-0.657,-1.532,37.537,-110.046,3.662
0.323,-0.561,-1.485,31.372,-116.272,5.493
0.265,-0.452,-1.480,22.034,-116.638,4.944
0.216,-0.315,-1.568,9.583,-111.694,1.404
0.143,-0.157,-1.716,2.563,-105.713,-5.737
0.014,-0.049,-1.902,3.235,-105.469,-20.569
-0.146,0.013,-2.209,10.193,-111.511,-42.480
-0.369,0.007,-2.500,23.132,-134.949,-69.275
-0.640,-0.134,-2.591,34.790,-185.364,-99.304
-0.951,-0.419,-2.464,38.208,-254.272,-126.404
-1.278,-0.852,-1.970,37.415,-337.891,-143.494
-1.617,-1.323,-1.024,44.617,-430.481,-148.071
-1.957,-1.735,0.163,61.707,-507.202,-134.949
-2.191,-1.925,1.390,70.618,-548.401,-103.516
-2.364,-1.944,2.463,78.857,-550.598,-61.157
-2.420,-1.958,3.316,83.374,-523.254,-25.269
-2.199,-1.709,3.983,96.313,-474.609,7.446
-1.600,-1.225,4.000,136.902,-421.448,25.330
-0.711,-0.710,4.000,180.908,-361.206,13.733
0.263,-0.488,4.000,193.909,-294.189,-22.278
0.908,-0.990,4.000,163.330,-236.938,-69.397
1.107,-2.188,4.000,92.651,-184.814,-93.933
0.980,-3.127,4.000,-4.700,-124.207,-50.293
0.760,-2.900,3.230,-109.619,-48.035,69.214
0.367,-1.581,2.418,-192.139,15.015,215.637
0.038,0.025,1.922,-241.394,44.800,315.735
-0.049,1.287,1.595,-267.517,58.838,337.219
0.010,1.972,1.468,-273.926,56.702,285.828
0.013,1.876,1.646,-261.719,40.222,187.866
-0.070,1.162,2.087,-250.061,24.780,74.463
-0.207,0.353,2.496,-219.971,29.297,-11.475
-0.399,-0.461,2.780,-184.021,50.903,-63.904
-0.566,-1.125,2.802,-154.907,86.487,-86.182
-0.674,-1.383,2.534,-138.062,125.916,-77.209
-0.731,-1.230,2.146,-133.484,153.442,-47.852
-0.715,-0.806,2.022,-136.108,156.982,-21.118
-0.622,-0.422,1.989,-142.212,155.090,-15.991
-0.497,-0.338,1.772,-152.649,167.969,-35.156
-0.402,-0.514,1.465,-153.625,183.228,-64.819
-0.280,-0.665,1.348,-142.578,184.448,-86.853
-0.212,-0.812,1.320,-129.150,185.242,-101.196
-0.128,-1.089,1.127,-113.525,200.134,-115.723
-0.041,-1.256,0.794,-96.680,219.604,-118.347
0.054,-1.285,0.371,-80.261,235.107,-108.826
0.129,-1.162,-0.084,-69.763,241.516,-93.262
0.327,-0.989,-0.365,-65.674,230.652,-80.139
0.482,-0.951,-0.335,-64.148,204.163,-76.416
0.580,-1.151,-0.338,-63.599,186.523,-83.740
0.698,-1.336,-0.553,-62.622,187.073,-85.571
0.789,-1.459,-0.799,-56.519,186.157,-78.735
0.845,-1.506,-0.963,-50.720,176.147,-67.139
0.918,-1.427,-1.052,-44.067,161.255,-52.063
0.950,-1.304,-1.099,-34.485,145.752,-40.344
0.940,-1.288,-1.178,-24.902,134.827,-35.583
0.931,-1.337,-1.300,-20.264,127.380,-33.875
0.934,-1.349,-1.417,-15.625,118.896,-29.846
0.906,-1.317,-1.489,-8.789,107.483,-24.353
0.866,-1.323,-1.592,-2.075,98.267,-23.254
0.802,-1.346,-1.672,5.371,87.830,-23.804
0.729,-1.433,-1.608,14.587,72.449,-24.475
0.665,-1.549,-1.401,25.146,56.580,-22.461
0.601,-1.583,-1.237,38.818,53.833,-13.489
0.534,-1.430,-1.251,57.312,64.148,1.770
0.474,-1.197,-1.351,77.148,74.707,15.686
0.448,-0.970,-1.418,92.651,76.172,24.353
0.466,-0.782,-1.464,101.624,69.458,28.625
0.507,-0.609,-1.479,99.609,56.580,31.250
0.565,-0.439,-1.463,88.196,38.086,34.363
0.627,-0.269,-1.376,70.435,14.526,36.804
0.671,-0.133,-1.160,50.476,-14.465,36.682
0.755,-0.059,-0.830,32.898,-44.189,33.752
0.812,-0.096,-0.350,19.165,-69.885,28.931
0.863,-0.153,0.121,8.911,-83.557,25.513
0.917,-0.167,0.550,-0.977,-82.642,26.733
0.963,-0.147,0.851,-7.751,-66.589,28.748
0.997,-0.056,0.945,-11.475,-36.926,29.358
1.024,0.086,0.877,-10.803,-3.845,25.757
1.050,0.187,0.776,-5.005,24.170,14.221
1.052,0.218,0.641,2.258,47.852,-3.357
1.026,0.146,0.441,6.226,70.435,-23.926
0.972,-0.032,0.263,8.606,87.280,-45.471
0.911,-0.258,0.116,12.146,97.473,-62.744
0.839,-0.496,-0.074,14.648,105.347,-72.998
0.778,-0.724,-0.263,13.000,108.582,-74.768
0.735,-0.872,-0.392,7.812,104.309,-67.627
0.695,-0.935,-0.486,1.587,95.520,-53.894
0.655,-0.989,-0.579,-4.639,85.632,-39.185
0.634,-1.030,-0.670,-5.981,73.303,-25.146
0.635,-1.000,-0.720,-2.502,57.617,-10.132
0.635,-0.887,-0.690,1.465,39.734,4.761
0.637,-0.731,-0.636,-0.061,25.146,17.700
0.651,-0.580,-0.607,-5.493,15.076,24.841
0.663,-0.467,-0.575,-8.972,6.409,25.696
0.687,-0.377,-0.529,-6.897,-2.197,21.484
0.696,-0.340,-0.457,-2.197,-10.071,14.099
0.708,-0.367,-0.377,-0.244,-16.846,5.859
0.718,-0.426,-0.308,-0.854,-20.874,-0.793
0.727,-0.495,-0.210,-1.648,-25.024,-4.333
0.743,-0.571,-0.100,-2.197,-27.710,-5.676
0.766,-0.587,0.005,-1.709,-27.893,-4.150
0.796,-0.546,0.066,-0.122,-24.292,-1.831
0.816,-0.487,0.082,0.916,-18.127,-1.038
0.831,-0.475,0.067,0.000,-11.414,-3.235
0.835,-0.506,0.022,-0.671,-5.432,-7.080
0.835,-0.536,-0.027,-0.610,-1.709,-10.254
0.833,-0.583,-0.061,0.305,-0.549,-12.512
0.823,-0.659,-0.071,-0.061,-0.427,-13.550
0.820,-0.686,-0.069,-1.831,-0.122,-11.292
0.815,-0.628,-0.094,-3.235,1.282,-6.531
0.815,-0.583,-0.121,-4.150,2.930,-4.517
0.807,-0.595,-0.110,-3.418,2.808,-5.554

0.821,-1.035,-1.260,-28.564,26.611,-22.156
0.740,-1.256,-1.443,-25.696,23.621,-23.071
0.642,-1.411,-1.645,-20.996,17.944,-15.320
0.575,-1.516,-1.875,-14.648,9.399,-3.418
0.511,-1.538,-1.979,-4.944,-9.277,12.939
0.449,-1.439,-1.898,3.052,-36.316,33.752
0.419,-1.254,-1.775,4.700,-59.753,53.955
0.392,-1.084,-1.713,2.502,-74.402,67.200
0.374,-0.889,-1.662,5.676,-85.999,73.730
0.362,-0.693,-1.616,15.869,-97.229,73.425
0.354,-0.548,-1.598,26.245,-107.544,64.941
0.349,-0.479,-1.599,31.311,-118.469,51.392
0.308,-0.453,-1.581,31.311,-132.690,36.865
0.255,-0.478,-1.548,27.649,-150.635,22.766
0.178,-0.544,-1.501,18.372,-170.715,9.583
0.078,-0.659,-1.333,12.085,-193.115,0.305
-0.020,-1.008,-0.845,16.602,-222.046,-8.301
-0.096,-1.405,-0.261,25.818,-244.446,-12.207
-0.129,-1.550,-0.068,30.334,-234.009,-0.366
-0.166,-1.385,-0.347,28.625,-203.369,22.705
-0.268,-1.170,-0.788,40.039,-189.575,39.368
-0.411,-1.068,-1.004,70.984,-213.562,42.480
-0.584,-1.027,-0.874,111.206,-263.306,41.016
-0.823,-0.999,-0.461,150.940,-320.068,40.527
-1.098,-1.011,0.174,186.768,-374.512,39.001
-1.420,-1.316,1.173,218.750,-422.791,33.630
-1.654,-1.856,2.485,251.099,-462.158,29.663
-1.729,-2.132,3.507,254.211,-452.271,46.753
-1.558,-1.757,3.604,223.694,-370.239,88.867
-1.332,-1.272,3.083,205.261,-281.067,119.751
-1.052,-1.001,3.080,231.995,-263.672,120.605
-0.527,-0.904,3.854,274.231,-303.162,111.267
0.052,-0.912,4.000,264.832,-329.834,109.924
0.323,-1.130,4.000,168.640,-311.340,130.188
0.378,-0.864,4.000,-21.973,-221.741,189.941
0.362,0.298,4.000,-188.843,-100.342,277.771
0.193,1.712,3.329,-282.898,-13.794,335.144
0.103,3.051,2.684,-311.096,32.349,330.017
0.070,3.787,2.321,-291.687,53.162,252.808
-0.100,3.488,2.376,-250.427,52.063,97.839
-0.467,2.114,2.754,-205.566,44.922,-80.872
-0.856,0.892,3.006,-167.908,59.326,-192.200
-1.164,0.010,3.088,-139.709,89.355,-243.835
-1.326,-0.600,2.971,-133.606,123.840,-263.550
-1.349,-1.021,2.688,-145.386,157.227,-264.954
-1.252,-1.188,2.316,-163.757,186.401,-251.526
-1.099,-1.063,1.795,-173.828,212.036,-228.271
-0.934,-0.921,1.210,-178.467,229.309,-211.792
-0.739,-0.984,0.789,-177.795,225.769,-211.365
-0.556,-1.169,0.609,-170.593,205.078,-214.661
-0.407,-1.396,0.599,-163.391,180.664,-212.280
-0.243,-1.494,0.565,-156.494,166.565,-197.144
-0.105,-1.438,0.470,-148.926,161.316,-173.889
0.038,-1.355,0.408,-140.015,154.785,-155.212
0.183,-1.270,0.417,-131.409,146.301,-143.433
0.334,-1.152,0.360,-124.939,143.799,-136.658
0.455,-1.118,0.263,-115.845,145.691,-137.146
0.567,-1.214,0.250,-100.220,143.066,-142.944
0.635,-1.389,0.256,-86.182,141.907,-148.499
0.708,-1.549,0.221,-72.510,147.095,-149.048
0.746,-1.638,0.151,-59.143,155.701,-142.761
0.766,-1.679,-0.033,-47.241,170.166,-132.751
0.766,-1.678,-0.286,-35.400,182.556,-120.972
0.749,-1.718,-0.450,-25.330,180.786,-109.863
0.715,-1.814,-0.439,-17.334,168.213,-98.450
