aX,aY,aZ,gX,gY,gZ
-0.398,-0.160,-1.152,-26.611,48.096,-2.991
-0.410,-0.150,-1.221,-22.888,42.114,-2.380
-0.414,-0.145,-1.250,-17.944,32.043,-2.258
-0.412,-0.139,-1.233,-13.245,21.057,-2.258
-0.410,-0.140,-1.206,-9.949,12.329,-2.319
-0.401,-0.149,-1.170,-7.507,5.371,-2.380
-0.388,-0.158,-1.102,-5.066,-1.587,-2.502
-0.375,-0.181,-1.036,-3.296,-6.531,-2.563
-0.365,-0.189,-0.974,-1.343,-9.460,-2.197
-0.345,-0.179,-0.916,1.099,-10.803,-0.549
-0.330,-0.164,-0.870,2.197,-10.559,1.160
-0.318,-0.143,-0.835,2.075,-8.972,2.319
-0.311,-0.125,-0.808,1.770,-6.531,3.235
-0.305,-0.109,-0.801,1.953,-3.418,3.662
-0.302,-0.099,-0.806,2.441,-0.122,3.296
-0.304,-0.093,-0.808,2.991,3.052,2.869
-0.307,-0.095,-0.823,4.272,5.737,1.953
-0.317,-0.096,-0.849,6.409,8.423,1.282
-0.318,-0.102,-0.877,8.057,9.888,0.854
-0.317,-0.105,-0.899,9.460,9.949,0.610
-0.316,-0.097,-0.906,10.315,9.644,0.977
-0.311,-0.069,-0.912,10.742,10.132,2.319
-0.291,-0.025,-0.937,10.559,12.146,3.540
-0.315,0.014,-0.957,8.545,15.503,2.563
-0.317,-0.004,-1.026,6.897,18.372,-0.366
-0.329,-0.008,-1.047,5.127,15.625,-2.014
-0.335,-0.017,-1.049,3.113,11.780,-2.869
-0.343,-0.034,-1.016,1.526,7.446,-4.639
-0.346,-0.055,-0.990,1.526,4.700,-6.287
-0.354,-0.079,-0.970,2.808,4.150,-7.263
-0.363,-0.092,-0.959,3.418,4.211,-7.629
-0.364,-0.092,-0.948,2.991,4.944,-6.775
-0.363,-0.087,-0.942,2.197,6.042,-6.348
-0.366,-0.093,-0.937,0.793,6.531,-6.653
-0.375,-0.110,-0.930,-0.671,6.287,-7.202
-0.386,-0.131,-0.930,-0.610,6.714,-7.568
-0.391,-0.136,-0.936,0.610,7.324,-6.836
-0.393,-0.134,-0.942,1.770,7.996,-5.981
-0.396,-0.130,-0.955,2.380,8.545,-5.432
-0.402,-0.129,-0.973,2.563,8.972,-4.944
-0.406,-0.123,-0.989,1.648,9.033,-4.761
-0.410,-0.133,-1.006,-0.061,7.996,-4.944
-0.417,-0.159,-1.015,-1.709,6.470,-5.127
-0.424,-0.175,-1.007,-2.197,4.517,-4.150
-0.426,-0.171,-1.002,-0.366,2.869,-2.502
-0.423,-0.163,-1.012,2.563,2.014,-1.343
-0.419,-0.141,-1.023,4.700,1.038,-0.061
-0.415,-0.123,-1.031,4.883,-0.122,0.916
-0.412,-0.123,-1.031,3.784,-1.465,0.916
-0.413,-0.133,-1.017,3.052,-3.418,0.916
-0.413,-0.143,-0.989,2.441,-5.310,1.404
-0.405,-0.145,-0.954,2.502,-6.714,2.441
-0.395,-0.134,-0.939,2.686,-6.836,3.784
-0.385,-0.116,-0.937,2.808,-5.737,4.822
-0.376,-0.102,-0.931,3.235,-5.676,5.493
-0.370,-0.096,-0.921,3.357,-5.798,5.798
-0.364,-0.087,-0.911,4.089,-5.676,5.554
-0.354,-0.068,-0.903,4.272,-5.249,5.920
-0.344,-0.059,-0.904,3.967,-4.395,5.188
-0.344,-0.065,-0.913,3.479,-3.723,4.028
-0.347,-0.071,-0.922,3.479,-3.052,3.418
-0.347,-0.063,-0.921,3.784,-2.625,3.601
-0.340,-0.050,-0.924,3.662,-1.831,3.967
-0.336,-0.040,-0.931,3.479,-1.038,3.601
-0.340,-0.042,-0.932,2.380,-1.099,2.563
-0.344,-0.049,-0.941,1.831,-0.916,1.587
-0.346,-0.038,-0.952,1.892,-0.244,1.648
-0.347,-0.033,-0.961,1.892,-0.183,1.038
-0.355,-0.048,-0.957,0.916,-0.671,-0.366
-0.360,-0.072,-0.944,0.366,-1.831,-1.282
-0.364,-0.082,-0.936,0.916,-1.953,-1.587
-0.363,-0.082,-0.936,1.343,-1.465,-1.221
-0.364,-0.081,-0.940,0.610,-0.793,-0.916
-0.365,-0.080,-0.941,0.183,-0.427,-0.977
-0.370,-0.090,-0.940,0.061,-0.488,-1.404
-0.370,-0.103,-0.937,-1.221,-0.549,-1.160
-0.371,-0.099,-0.945,-1.892,0.000,-0.793
-0.371,-0.085,-0.968,-2.075,1.587,0.061
-0.370,-0.080,-0.981,-3.052,1.770,0.366
-0.370,-0.087,-0.969,-3.845,0.305,-0.061
-0.369,-0.095,-0.942,-4.089,-1.343,-0.488
-0.369,-0.103,-0.927,-3.052,-1.831,-0.549
-0.372,-0.110,-0.927,-1.038,-1.648,-0.854
-0.370,-0.111,-0.927,0.671,-1.526,-0.549
-0.367,-0.108,-0.929,1.648,-1.282,0.122
-0.367,-0.106,-0.932,1.953,-0.793,0.488
-0.369,-0.100,-0.941,1.648,-0.183,1.160
-0.366,-0.090,-0.953,0.671,0.671,1.831
-0.360,-0.076,-0.959,-0.183,1.221,2.441
-0.357,-0.068,-0.954,-1.526,0.854,2.075
-0.359,-0.074,-0.949,-2.075,-0.122,1.160
-0.362,-0.080,-0.941,-1.404,-0.549,0.549
-0.363,-0.086,-0.935,-0.610,-0.854,0.000
-0.365,-0.096,-0.936,0.122,-0.610,-0.122
-0.365,-0.095,-0.937,0.916,-0.305,0.183
-0.359,-0.080,-0.942,1.038,0.000,0.916
-0.356,-0.066,-0.956,0.122,0.793,1.282

-0.155,0.490,-1.639,28.625,268.738,-18.127
-0.669,0.389,-2.047,-16.235,286.377,-59.082
-1.007,0.216,-2.712,-25.635,288.818,-86.731
-1.061,0.011,-2.986,-45.715,234.436,-101.379
-1.040,-0.350,-2.834,-84.106,159.119,-109.497
-0.983,-0.760,-2.346,-128.418,93.628,-105.469
-0.858,-1.050,-1.853,-150.146,51.941,-82.703
-0.737,-1.210,-1.477,-143.433,27.649,-52.246
-0.652,-1.181,-1.207,-108.826,7.568,-22.095
-0.566,-0.996,-1.016,-55.847,-10.254,4.456
-0.503,-0.716,-0.961,-9.949,-16.418,25.635
-0.398,-0.415,-0.958,12.817,-15.320,38.757
-0.351,-0.183,-0.979,16.479,-16.052,39.734
-0.293,-0.105,-0.844,12.207,-20.874,31.799
-0.247,-0.105,-0.752,5.981,-16.418,23.987
-0.218,-0.130,-0.708,2.686,-7.446,17.334
-0.198,-0.175,-0.706,1.465,1.465,11.841
-0.196,-0.242,-0.752,0.793,10.559,8.057
-0.209,-0.266,-0.787,-1.465,18.005,8.484
-0.208,-0.262,-0.804,-4.028,23.621,11.353
-0.197,-0.238,-0.839,-5.066,28.809,14.343
-0.182,-0.196,-0.873,-5.615,31.982,16.418
-0.183,-0.158,-0.913,-5.005,33.081,16.846
-0.185,-0.128,-0.948,-2.319,32.532,15.869
-0.186,-0.101,-0.985,0.854,31.799,14.099
-0.190,-0.081,-1.028,2.197,31.250,11.902
-0.190,-0.068,-1.067,1.831,29.358,9.216
-0.196,-0.072,-1.097,0.427,25.574,5.737
-0.205,-0.102,-1.085,-0.366,19.470,1.892
-0.216,-0.128,-1.041,0.488,14.099,-0.366
-0.226,-0.139,-1.041,2.747,12.329,-1.038
-0.223,-0.142,-1.053,4.028,10.620,-1.343
-0.226,-0.144,-1.034,4.333,6.592,-1.709
-0.233,-0.142,-0.991,4.028,2.686,-2.197
-0.227,-0.115,-0.942,2.991,1.038,-2.136
-0.218,-0.100,-0.906,0.427,2.136,-2.808
-0.225,-0.113,-0.873,-3.357,3.723,-5.127
-0.244,-0.156,-0.843,-5.737,5.493,-8.423
-0.257,-0.203,-0.837,-5.005,7.935,-10.376
-0.268,-0.231,-0.833,-2.686,10.132,-10.498
-0.264,-0.237,-0.807,-0.854,11.169,-9.216
-0.260,-0.232,-0.777,0.916,12.512,-7.568
-0.258,-0.224,-0.760,2.808,15.381,-6.531
-0.263,-0.209,-0.781,5.615,19.592,-5.981
-0.268,-0.187,-0.814,7.202,23.987,-5.188
-0.274,-0.180,-0.843,6.409,27.405,-5.615
-0.284,-0.174,-0.880,6.592,30.090,-6.287
-0.297,-0.160,-0.921,7.751,31.616,-6.836
-0.302,-0.155,-0.958,7.874,31.799,-7.996
-0.317,-0.166,-0.983,7.202,30.579,-9.644
-0.329,-0.178,-0.993,6.042,29.175,-10.864
-0.341,-0.183,-1.001,5.676,27.954,-11.108
-0.354,-0.191,-1.016,5.981,27.039,-11.475
-0.364,-0.202,-1.033,6.042,25.452,-11.902
-0.370,-0.211,-1.037,3.662,23.071,-11.841
-0.375,-0.227,-1.032,0.793,20.325,-11.902
-0.380,-0.239,-1.016,-0.061,17.151,-11.475
-0.385,-0.240,-0.977,-0.183,14.038,-10.803
-0.390,-0.236,-0.959,0.671,13.672,-10.010
-0.397,-0.224,-0.975,1.953,15.564,-9.338
-0.406,-0.222,-1.002,2.197,16.968,-9.399
-0.416,-0.227,-1.026,1.343,17.029,-9.827
-0.431,-0.239,-1.044,-0.122,15.808,-10.132
-0.444,-0.268,-1.061,-1.892,13.428,-10.559
-0.463,-0.304,-1.034,-3.174,10.315,-9.888
-0.461,-0.318,-1.039,-2.441,8.606,-7.874
-0.461,-0.331,-1.011,-1.038,5.066,-5.981
-0.457,-0.299,-0.980,0.122,1.892,-2.747
-0.451,-0.271,-0.975,1.892,1.587,-0.732
-0.446,-0.249,-0.985,1.526,2.686,0.305
-0.448,-0.244,-1.000,-0.916,3.174,0.549
-0.452,-0.265,-1.002,-3.540,2.380,0.244
-0.450,-0.286,-0.986,-4.822,0.305,0.732
-0.451,-0.299,-0.978,-3.906,-1.343,1.892
-0.444,-0.299,-0.971,-0.977,-2.808,3.723
-0.434,-0.283,-0.958,2.930,-4.150,5.798
-0.409,-0.235,-0.932,6.714,-5.432,8.057
-0.379,-0.198,-0.922,7.141,-4.883,9.155
-0.370,-0.178,-0.920,4.944,-3.723,8.789
-0.368,-0.171,-0.911,3.418,-3.296,8.118
-0.366,-0.170,-0.912,2.563,-2.686,7.568
-0.363,-0.177,-0.908,1.709,-2.502,6.897
-0.352,-0.179,-0.902,1.953,-3.113,6.470
-0.349,-0.159,-0.898,3.662,-3.357,6.470
-0.341,-0.144,-0.897,4.639,-3.235,6.226
-0.339,-0.134,-0.906,4.456,-2.258,5.310
-0.339,-0.129,-0.922,3.296,-0.977,4.517
-0.339,-0.131,-0.933,1.404,-0.366,3.601
-0.342,-0.133,-0.938,0.061,-0.244,2.625
-0.335,-0.120,-0.934,-1.160,-0.732,1.953
-0.338,-0.128,-0.929,-3.052,-0.854,0.366
-0.350,-0.152,-0.928,-4.272,-0.793,-1.587
-0.361,-0.172,-0.930,-4.700,-0.732,-2.258
-0.367,-0.184,-0.938,-4.272,-0.549,-2.380
-0.373,-0.188,-0.946,-4.395,-0.183,-2.319
-0.377,-0.197,-0.947,-4.700,-0.427,-2.258
-0.376,-0.203,-0.947,-5.066,-1.099,-2.380
-0.406,-0.217,-0.909,-4.517,-1.160,-2.502
-0.396,-0.223,-0.981,-3.418,1.953,-2.075
-0.392,-0.255,-0.982,-3.723,0.000,-2.258
-0.405,-0.252,-0.923,-4.944,-5.005,-1.526
-0.403,-0.254,-0.922,-2.991,-4.089,-0.427
-0.398,-0.241,-0.960,-1.953,-0.977,0.671
-0.387,-0.214,-0.986,-2.930,-0.488,2.502
-0.392,-0.206,-0.955,-4.517,-3.540,2.197
-0.399,-0.221,-0.950,-4.578,-3.845,0.916
-0.406,-0.237,-0.971,-4.395,-3.357,0.366
-0.419,-0.243,-0.986,-3.723,-3.906,0.610
-0.423,-0.257,-1.008,-2.869,-4.272,0.793
-0.419,-0.258,-1.014,-3.906,-5.188,1.770
-0.413,-0.255,-1.009,-5.432,-6.470,3.113
-0.412,-0.256,-1.000,-6.104,-7.812,3.784
-0.413,-0.268,-0.992,-6.836,-9.460,4.272
-0.406,-0.281,-0.971,-7.080,-10.986,4.944
-0.402,-0.276,-0.947,-6.165,-12.207,6.287
-0.399,-0.267,-0.943,-5.066,-11.963,7.568
-0.392,-0.261,-0.970,-3.540,-10.376,8.667
-0.379,-0.234,-0.972,-3.723,-10.071,9.827
-0.360,-0.205,-0.958,-5.676,-10.620,10.254

-0.640,-0.215,-2.030,-32.715,148.132,-16.663
-0.650,-0.209,-2.102,-42.786,123.718,-7.629
-0.656,-0.188,-2.161,-54.260,99.731,-0.610
-0.616,-0.148,-2.051,-67.810,66.650,5.798
-0.520,-0.094,-1.766,-80.139,32.349,11.658
-0.450,-0.084,-1.502,-85.632,8.911,13.794
-0.432,-0.097,-1.325,-80.994,-4.150,11.719
-0.407,-0.128,-1.149,-69.397,-15.625,8.545
-0.387,-0.148,-0.977,-56.580,-23.499,6.287
-0.355,-0.155,-0.852,-43.457,-24.414,5.676
-0.333,-0.154,-0.798,-31.372,-18.799,5.676
-0.306,-0.143,-0.780,-21.118,-11.963,5.737
-0.282,-0.123,-0.757,-13.977,-6.775,5.676
-0.263,-0.100,-0.732,-9.949,-1.648,5.493
-0.247,-0.086,-0.745,-7.935,4.700,4.700
-0.242,-0.085,-0.784,-7.690,11.292,2.991
-0.253,-0.098,-0.833,-9.155,16.907,1.099
-0.266,-0.120,-0.875,-11.902,21.057,0.000
-0.277,-0.135,-0.915,-14.160,24.231,0.061
-0.287,-0.133,-0.969,-15.381,27.161,1.099
-0.294,-0.106,-1.016,-16.663,29.175,2.319
-0.298,-0.079,-1.050,-18.799,29.480,2.686
-0.305,-0.086,-1.074,-21.118,27.588,0.732
-0.320,-0.117,-1.095,-22.217,24.597,-1.648
-0.347,-0.150,-1.155,-20.508,19.653,-3.235
-0.336,-0.165,-1.111,-19.043,10.864,-3.845
-0.341,-0.173,-1.077,-20.203,7.080,-3.113
-0.333,-0.172,-1.065,-20.996,5.493,-2.258
-0.324,-0.152,-1.045,-19.897,3.174,-1.587
-0.321,-0.144,-1.020,-19.775,1.038,-1.892
-0.323,-0.161,-1.003,-20.996,0.061,-2.930
-0.323,-0.186,-0.981,-21.118,-1.343,-4.211
-0.327,-0.207,-0.946,-19.043,-3.296,-4.822
-0.330,-0.223,-0.921,-14.771,-3.845,-4.944
-0.328,-0.235,-0.904,-8.301,-3.540,-4.333
-0.332,-0.237,-0.916,0.000,-2.930,-3.723
-0.324,-0.226,-0.952,6.470,-3.174,-2.747
-0.314,-0.204,-0.932,10.437,-6.470,-2.014
-0.311,-0.179,-0.908,11.780,-7.812,-1.282
-0.305,-0.177,-0.913,11.047,-5.432,-1.404
-0.302,-0.174,-0.929,9.583,-2.869,-1.282
-0.309,-0.173,-0.945,7.507,-1.160,-0.854
-0.314,-0.176,-0.958,4.333,0.305,-0.061
-0.313,-0.174,-0.957,1.099,1.465,0.732
-0.315,-0.175,-0.956,-1.282,2.258,1.099
-0.314,-0.184,-0.967,-1.709,2.258,0.977
-0.322,-0.181,-0.982,-0.366,2.014,1.221
-0.317,-0.166,-0.995,1.404,1.099,1.648
-0.313,-0.155,-0.994,2.625,-0.366,1.648
-0.312,-0.162,-0.984,3.479,-2.014,1.038
-0.314,-0.170,-0.973,4.028,-3.113,0.671
-0.311,-0.167,-0.969,4.333,-3.540,0.977
-0.304,-0.161,-0.966,3.906,-3.357,1.526
-0.305,-0.159,-0.964,2.930,-3.235,1.587
-0.303,-0.154,-0.965,2.136,-2.686,1.831
-0.300,-0.143,-0.957,1.343,-2.319,2.197
-0.293,-0.135,-0.949,-0.122,-2.136,2.197
-0.294,-0.137,-0.944,-1.648,-1.343,1.587
-0.296,-0.147,-0.941,-2.991,-0.977,0.793
-0.301,-0.161,-0.939,-3.113,-0.549,0.366
-0.304,-0.173,-0.935,-2.014,-0.488,0.122
-0.305,-0.176,-0.929,-1.160,-0.732,0.549
-0.307,-0.183,-0.933,-0.183,-0.366,0.854
-0.309,-0.187,-0.946,2.136,-0.183,1.404
-0.311,-0.177,-0.951,4.395,-0.244,2.014
-0.296,-0.145,-0.950,4.639,-0.244,3.479
-0.286,-0.116,-0.955,2.625,0.732,3.784
-0.283,-0.116,-0.961,-0.732,1.587,2.563
-0.294,-0.139,-0.968,-2.991,1.953,0.610
-0.303,-0.164,-0.965,-3.418,1.404,-0.488
-0.308,-0.183,-0.962,-2.930,0.916,-0.488
-0.302,-0.180,-0.945,-2.014,0.000,0.488
-0.298,-0.164,-0.934,-1.221,0.061,1.526
-0.294,-0.158,-0.937,-0.793,1.160,1.709
-0.298,-0.159,-0.946,-1.038,2.258,1.587
-0.303,-0.163,-0.949,-2.136,2.686,1.404
-0.304,-0.158,-0.954,-2.930,3.601,1.587
-0.308,-0.154,-0.959,-3.235,4.089,1.587
-0.302,-0.156,-0.956,-4.028,3.479,1.343
-0.309,-0.159,-0.959,-4.639,2.869,1.038
-0.314,-0.167,-0.965,-3.113,2.258,0.366
-0.316,-0.173,-0.967,-0.916,1.404,0.000
-0.317,-0.176,-0.962,0.427,0.488,0.061
-0.316,-0.177,-0.949,1.587,-0.366,0.183
-0.312,-0.181,-0.944,2.380,-0.549,0.122
-0.313,-0.182,-0.945,2.380,-0.122,0.305
-0.312,-0.172,-0.948,1.404,0.854,1.343
-0.309,-0.154,-0.958,-0.549,2.625,2.380
-0.306,-0.147,-0.961,-3.479,4.028,2.441
-0.305,-0.150,-0.960,-5.981,4.211,2.014
-0.311,-0.158,-0.960,-6.836,4.211,1.343
-0.314,-0.170,-0.961,-6.470,3.784,0.732
-0.318,-0.176,-0.958,-5.371,3.235,0.671
-0.316,-0.177,-0.950,-4.150,2.014,0.427
-0.315,-0.180,-0.954,-2.625,1.343,0.244
-0.317,-0.179,-0.965,-0.427,0.916,0.366
-0.317,-0.172,-0.967,0.366,0.305,0.671
-0.312,-0.165,-0.957,-0.061,0.122,0.793
-0.313,-0.166,-0.952,-1.343,0.366,0.732
-0.314,-0.172,-0.950,-1.892,0.793,0.366
-0.317,-0.175,-0.957,-2.197,1.343,0.427
-0.320,-0.185,-0.960,-2.563,1.099,0.122
-0.321,-0.191,-0.951,-3.540,0.916,0.244
-0.320,-0.192,-0.939,-3.601,0.671,0.916
-0.316,-0.184,-0.933,-3.601,1.099,1.526
-0.314,-0.178,-0.939,-3.235,2.075,1.709
-0.316,-0.184,-0.949,-2.991,2.441,1.282
-0.322,-0.188,-0.953,-2.136,1.892,0.977
-0.321,-0.186,-0.957,-1.404,1.465,1.038
-0.314,-0.181,-0.965,-1.099,1.038,1.465
-0.318,-0.177,-0.972,-0.854,0.671,1.282
-0.317,-0.174,-0.971,-0.671,-0.183,0.977
-0.318,-0.172,-0.969,-1.038,-0.427,0.671
-0.325,-0.178,-0.973,-1.770,-0.488,0.122
-0.331,-0.199,-0.969,-2.808,-0.610,-0.488
-0.332,-0.218,-0.982,-3.174,-0.366,-0.793
-0.348,-0.208,-0.972,-1.892,-0.244,-0.122
-0.357,-0.182,-1.032,-2.014,2.869,0.610
-0.367,-0.189,-1.104,-5.615,4.944,-0.122

-0.595,-0.552,-1.564,11.902,-81.604,-11.658
-0.603,-0.519,-1.571,22.461,-97.656,-3.479
-0.563,-0.411,-1.553,26.001,-111.938,7.446
-0.491,-0.311,-1.535,25.513,-122.498,15.625
-0.440,-0.215,-1.512,20.020,-130.310,19.531
-0.396,-0.167,-1.447,7.568,-137.268,19.897
-0.377,-0.197,-1.368,-4.639,-141.296,16.541
-0.364,-0.283,-1.306,-14.343,-141.724,13.184
-0.354,-0.366,-1.268,-18.799,-138.062,13.245
-0.337,-0.420,-1.277,-13.306,-132.996,17.700
-0.323,-0.383,-1.340,-5.920,-127.075,25.635
-0.327,-0.280,-1.379,2.075,-126.831,33.630
-0.300,-0.218,-1.381,5.859,-131.592,36.194
-0.283,-0.192,-1.417,6.958,-135.925,36.255
-0.295,-0.179,-1.473,9.766,-141.052,34.973
-0.287,-0.135,-1.529,10.620,-149.170,35.034
-0.265,-0.061,-1.514,6.897,-161.682,35.278
-0.268,-0.054,-1.449,-1.892,-173.218,32.532
-0.264,-0.116,-1.350,-11.414,-183.044,28.198
-0.246,-0.144,-1.245,-20.447,-188.538,27.527
-0.227,-0.138,-1.141,-29.480,-189.331,30.762
-0.216,-0.140,-1.053,-38.147,-186.157,33.875
-0.185,-0.140,-0.993,-43.823,-181.396,36.438
-0.171,-0.120,-0.963,-47.180,-174.683,39.063
-0.137,-0.067,-0.939,-46.021,-169.434,41.565
-0.102,0.014,-0.959,-41.748,-163.513,42.419
-0.061,0.046,-0.996,-40.100,-159.607,39.307
-0.039,0.024,-0.955,-46.204,-161.072,33.508
-0.014,-0.002,-0.882,-53.284,-163.025,28.992
0.009,0.025,-0.894,-54.504,-159.424,27.039
0.024,0.069,-0.912,-58.533,-155.640,25.208
0.037,0.033,-0.872,-67.932,-157.410,20.264
0.047,-0.068,-0.801,-76.599,-160.522,14.954
0.056,-0.172,-0.720,-81.299,-162.292,12.878
0.083,-0.200,-0.664,-78.064,-162.292,15.503
0.112,-0.165,-0.658,-70.740,-159.485,20.081
0.150,-0.188,-0.702,-64.758,-156.921,20.996
0.163,-0.248,-0.735,-63.232,-156.372,20.569
0.178,-0.207,-0.718,-61.401,-160.156,24.475
0.198,-0.129,-0.726,-59.448,-162.598,28.931
0.206,-0.158,-0.729,-64.453,-164.062,27.954
0.197,-0.213,-0.636,-74.524,-169.312,27.649
0.245,-0.167,-0.519,-79.651,-174.866,33.569
0.275,-0.118,-0.485,-78.674,-172.852,36.987
0.298,-0.123,-0.546,-73.486,-167.664,35.767
0.302,-0.118,-0.602,-69.336,-166.809,34.485
0.311,-0.088,-0.611,-66.406,-172.363,34.973
0.336,-0.068,-0.588,-64.209,-180.298,35.278
0.359,-0.082,-0.516,-66.223,-188.904,34.363
0.361,-0.111,-0.419,-72.998,-194.153,34.363
0.372,-0.092,-0.380,-77.881,-192.505,36.865
0.399,-0.049,-0.416,-76.477,-188.477,39.978
0.393,-0.009,-0.435,-77.942,-188.538,41.321
0.389,0.015,-0.424,-82.520,-194.824,41.138
0.384,0.034,-0.371,-84.595,-205.200,39.673
0.377,0.031,-0.305,-84.290,-217.163,37.415
0.394,0.005,-0.214,-83.618,-228.943,34.058
0.418,-0.005,-0.071,-86.182,-240.723,32.104
0.432,0.042,0.078,-88.440,-248.657,30.945
0.420,0.099,0.166,-88.074,-248.779,28.320
0.410,0.088,0.233,-89.233,-247.559,22.217
0.385,0.064,0.358,-92.896,-250.305,16.602
0.340,0.066,0.580,-97.900,-256.287,13.550
0.323,0.086,0.845,-97.961,-259.766,11.353
0.346,0.087,1.110,-92.529,-254.761,7.935
0.394,0.070,1.323,-82.825,-239.685,3.174
0.446,0.047,1.435,-69.519,-214.111,-1.526
0.494,0.013,1.471,-55.359,-183.044,-5.798
0.545,-0.003,1.480,-44.922,-155.151,-8.545
0.560,-0.019,1.489,-40.405,-132.568,-11.353
0.568,-0.045,1.534,-41.565,-115.784,-14.282
0.556,-0.130,1.603,-46.326,-103.699,-17.883
0.553,-0.256,1.697,-47.241,-95.215,-19.531
0.567,-0.349,1.799,-39.856,-87.097,-14.954
0.581,-0.347,1.897,-25.391,-76.111,-5.371
0.594,-0.296,1.938,-8.667,-61.523,4.028
0.616,-0.230,1.937,7.568,-44.678,10.986
0.648,-0.178,1.902,20.325,-26.550,15.076
0.665,-0.123,1.870,26.611,-8.484,16.785
0.690,-0.070,1.840,27.954,9.155,16.785
0.710,-0.042,1.789,26.672,28.076,13.611
0.696,-0.055,1.671,22.339,49.072,7.507
0.668,-0.118,1.557,16.113,68.237,0.488
0.625,-0.182,1.433,11.658,86.243,-3.784
0.590,-0.228,1.307,9.399,102.112,-5.493
0.571,-0.259,1.207,7.751,114.319,-5.737
0.559,-0.283,1.122,7.324,123.169,-5.737
0.548,-0.308,1.057,8.240,129.883,-5.737
0.530,-0.328,0.996,12.634,135.254,-4.883
0.520,-0.313,0.944,18.555,139.893,-2.380
0.527,-0.275,0.897,24.292,144.409,0.366
0.533,-0.233,0.837,30.212,149.414,2.625
0.528,-0.204,0.775,36.255,154.236,2.808
0.525,-0.175,0.720,41.260,157.654,2.441
0.525,-0.145,0.663,46.326,161.072,1.770
0.522,-0.112,0.598,51.880,164.734,0.977
0.533,-0.074,0.538,57.556,166.992,-0.061
0.547,-0.030,0.491,62.561,168.762,-1.465
0.563,-0.014,0.449,65.674,170.715,-4.272
0.570,-0.036,0.411,66.345,173.462,-8.850
0.579,-0.083,0.383,66.040,177.307,-13.000
0.597,-0.115,0.346,65.247,183.289,-15.015
0.587,-0.139,0.272,64.819,192.749,-16.174
0.553,-0.141,0.165,64.209,202.759,-16.418
0.514,-0.134,0.058,63.232,209.961,-15.564
0.483,-0.094,-0.032,62.561,212.524,-13.794
0.454,-0.052,-0.089,62.439,211.792,-11.719
0.430,0.031,-0.142,62.134,211.243,-9.155
0.422,0.088,-0.212,62.500,211.548,-9.766
0.405,0.109,-0.289,60.547,210.449,-14.099
0.359,0.100,-0.320,56.885,204.712,-20.020
0.377,0.122,-0.287,57.617,196.472,-24.597
0.408,0.176,-0.313,61.646,195.007,-28.381
0.387,0.151,-0.387,62.317,199.036,-37.292
0.355,0.085,-0.445,60.852,200.745,-46.753
0.315,0.035,-0.525,59.875,202.637,-52.490
0.271,-0.025,-0.595,57.861,202.942,-55.542
0.230,-0.038,-0.602,55.542,199.646,-55.481
0.205,-0.007,-0.613,52.917,198.059,-53.101

-0.635,-0.594,-1.543,-26.978,128.113,-26.794
-0.600,-0.558,-1.489,-16.479,104.126,-12.878
-0.582,-0.508,-1.380,-4.761,81.055,-2.075
-0.541,-0.430,-1.243,5.127,63.293,6.836
-0.493,-0.335,-1.123,13.184,52.795,15.076
-0.459,-0.250,-1.035,22.339,50.659,20.264
-0.438,-0.181,-0.997,29.663,52.490,23.560
-0.432,-0.149,-0.977,34.363,55.237,24.536
-0.422,-0.097,-0.984,38.269,57.190,25.391
-0.406,0.008,-1.008,43.152,57.495,26.428
-0.391,0.104,-1.041,43.457,56.885,24.109
-0.393,0.129,-1.041,33.508,54.321,16.357
-0.403,0.064,-0.986,19.043,48.401,5.615
-0.433,-0.045,-0.927,9.827,42.725,-3.784
-0.478,-0.135,-0.922,7.629,42.542,-8.423
-0.515,-0.183,-0.989,8.789,46.570,-8.667
-0.530,-0.189,-1.092,12.817,49.255,-6.042
-0.545,-0.159,-1.164,9.949,47.607,-2.380
-0.541,-0.123,-1.194,0.366,44.373,0.671
-0.542,-0.089,-1.235,-9.705,42.114,3.113
-0.551,-0.071,-1.253,-18.616,37.842,3.479
-0.553,-0.070,-1.262,-26.733,30.762,1.770
-0.564,-0.106,-1.234,-34.302,18.372,-2.502
-0.570,-0.156,-1.090,-38.147,3.052,-7.019
-0.572,-0.203,-0.995,-34.363,-1.892,-9.094
-0.568,-0.248,-0.963,-25.635,-2.014,-10.132
-0.564,-0.280,-0.954,-14.160,-2.441,-10.010
-0.559,-0.306,-0.928,-3.540,-5.310,-9.277
-0.551,-0.318,-0.887,4.272,-7.996,-7.080
-0.537,-0.299,-0.875,10.681,-7.935,-3.723
-0.513,-0.266,-0.865,15.930,-8.240,-0.610
-0.492,-0.229,-0.856,17.944,-8.057,2.075
-0.479,-0.191,-0.845,16.235,-6.714,4.456
-0.463,-0.153,-0.840,12.939,-4.944,6.042
-0.458,-0.130,-0.859,9.583,-2.502,6.470
-0.461,-0.126,-0.882,6.165,-0.671,5.798
-0.462,-0.126,-0.886,3.540,-0.793,5.371
-0.460,-0.118,-0.890,2.869,-1.526,5.066
-0.462,-0.104,-0.888,3.906,-2.014,4.883
-0.461,-0.099,-0.883,5.493,-2.563,4.272
-0.461,-0.098,-0.880,7.385,-2.991,3.052
-0.466,-0.100,-0.890,8.850,-2.380,2.258
-0.465,-0.096,-0.913,9.644,-1.038,2.136
-0.457,-0.081,-0.931,9.399,-0.366,2.380
